,baseline,observed_breadth,no_dde,specific_mapping,live_schema,simple_price
2025-07-09,355760.18402498704,397695.1793375557,294632.09421987843,254998.48276914653,242096.95720797282,138176.9276675159
2025-07-10,356638.57271593553,398677.06669598276,292853.6906158478,253459.27964986858,240635.35424595576,138518.02327598873
2025-07-11,354003.3804647301,395731.3753578012,291742.1916758568,252497.28056730327,239721.85511713725,137494.72628499806
2025-07-14,355760.18402498704,397695.1793375557,284183.982983783,245955.6730443388,233510.04797344905,138176.9276675159
2025-07-15,375084.9708310936,419296.96458905394,289299.2031864324,251217.76389914614,238819.7858291237,145681.12254406753
2025-07-16,372449.77857988817,416351.2732508724,286555.5791634898,248973.51886105008,236737.70475046322,144657.82555307687
2025-07-17,390017.78800409776,435989.28378551657,300071.5864140373,260715.5251599498,247903.71074037242,151479.82921268287
2025-07-18,387382.5957528923,433043.5924473351,298044.1923755985,258954.23033904505,246228.81566540885,150456.53222169224
2025-07-21,389139.3731347893,435007.36716418917,299395.7749742847,260128.4152216859,247345.40128962684,151138.72343863788
2025-07-22,387382.5957528923,433043.5924473351,298044.1923755985,258954.23033904505,246228.81566540885,150456.53222169224
2025-07-23,385625.79219263536,431079.7884675806,296692.5896365028,257780.02795946074,245112.21340255428,149774.33083917442
2025-07-24,386504.18088358385,432061.6758260077,297368.3809358459,258367.12040078116,245670.50621466327,150115.42644764725
2025-07-25,388260.9844438408,434025.47980576206,298719.9836749415,259541.32278036542,246787.10847751782,150797.62783016503
2025-07-28,396166.5873758171,442862.5830832069,304802.1859306674,264825.2247400231,251811.81034104511,153867.5289687091
2025-07-29,408464.18611925584,456609.18167858775,314263.3849639278,273044.62390016986,259628.0095423906,158642.92848076168
2025-07-30,408464.18611925584,456609.18167858775,314263.3849639278,273044.62390016986,259628.0095423906,158642.92848076168
2025-07-31,410220.9896795128,458572.98565834214,315614.9877030234,274218.8262797541,260744.61180524513,159325.12986327946
2025-08-01,401436.971878228,448753.96575956995,308856.97400754504,268347.8143818326,255161.60049097228,155914.12295069042
2025-08-04,402315.3867475365,449735.88238089735,309532.7854472976,268934.9243200965,255719.90994171787,156255.2287247354
2025-08-05,404072.19030779344,451699.68636065174,310884.38818639325,270109.12669968075,256836.5122045724,156937.4301072532
2025-08-06,405828.9938680504,453663.49034040625,312235.990925489,271283.3290792651,257953.11446742702,157619.63148977104
2025-08-07,404950.5789987419,452681.57371907885,311560.1794857364,270696.21914100123,257394.80501668144,157278.52571572605
2025-08-08,403193.77543848497,450717.76973932434,310208.57674664067,269522.01676141686,256278.20275382683,156596.3243332082
2025-08-11,413734.57062166673,462500.5643549507,318318.1730408053,276567.21354197926,262977.79969231767,160689.52246274293
2025-08-12,424275.3919832085,474283.3882334774,326427.7894753795,283612.4278194852,269677.4132694452,164782.73075784984
2025-08-13,447992.17460077745,500794.6688029116,344674.3761021476,299464.1162015147,284751.5022213905,173992.42400790993
2025-08-14,438329.79428690416,489993.7908086126,337240.5912477355,293006.02935921616,278610.21473364515,170240.33165242017
2025-08-15,442721.79009836656,494903.2861265486,340619.58802527003,295941.52655970526,281401.71207146335,171945.83002592865
2025-08-18,460289.77334421617,514541.2673982924,354135.57513540797,307683.51536166144,292567.70142273593,178767.82351996246
2025-08-19,468195.3762761925,523378.3706757372,360217.77739113383,312967.4173213191,297592.40328626323,181837.72465850654
2025-08-20,472587.3720876549,528287.8659936732,363596.7741686683,315902.91452180815,300383.9006240814,183543.223032015
2025-08-21,471708.9833967064,527305.9786352462,362920.9828693252,315315.82208048773,299825.6078119724,183202.12742354217
2025-08-22,491033.79638117296,548907.7931496447,377788.5928589683,328232.0307589717,312108.21606473613,190706.33246566597
2025-08-25,515628.9938680504,576400.9903404063,396710.990925489,344670.8290792651,327740.614467427,200257.13148977104
2025-08-26,516507.3825589989,577382.8776988334,397386.7822248321,345257.92152058554,328298.907279536,200598.22709824386
2025-08-27,520899.3783704613,582292.3730167693,400765.7790023666,348193.4187210746,331090.40461735416,202303.72547175232
2025-08-28,559549.0043393944,625496.0020455664,430500.9989816528,374025.8360780425,355655.62112288165,217312.1355559999
2025-08-29,566576.1662237023,633351.1594387835,435907.3696572166,378722.6106024928,360121.9968970268,220040.92075492683
2025-09-01,593806.5821401451,663790.077230627,456857.18190258555,396922.72124063445,377429.3070133178,230615.0269355947
2025-09-02,560427.3930303429,626477.8894039935,431176.7902809959,374612.92851936293,356213.91393499065,217653.23116447273
2025-09-03,567454.6072713707,634333.1053230113,436583.20123737864,379309.7380377002,360680.32298640895,220382.036694544
2025-09-04,520020.9896795128,581310.4856583423,400089.9877030235,347606.32627975417,330532.11180524516,201962.6298632795
2025-09-05,554278.5674802635,619604.5608434028,426446.17062395625,370503.2114423461,352305.79769568134,215265.5212428743
2025-09-08,536710.5842344139,599966.579571659,412930.1835138183,358761.2226403899,341139.80834440875,208443.52774884048
2025-09-09,525291.3741819237,587201.8683347052,404144.7757799011,351128.91592156363,333881.9019551723,204009.22384526077
2025-09-10,545494.5758573387,609785.5702075309,419688.1770688873,364632.217041368,346722.80302004504,211854.5244958574
2025-09-11,599955.4076902245,670663.4057912177,461587.8015596252,401032.4383176513,381337.42325262714,233002.73685719314
2025-09-12,590292.9750196312,659862.469271118,454153.9764243942,394574.3164814658,375196.1024876087,229250.62417055908
2025-09-15,585900.9792081688,654952.9739531821,450774.9796468597,391638.8192809768,372404.6051497905,227545.12579705063
2025-09-16,587657.8089467857,656916.8071958369,452126.60252636485,392813.03915750457,373521.2240512817,228227.3373451406
2025-09-17,591171.3637105797,660844.3566295451,454829.7677237373,395161.40892278624,375754.39529971767,229591.7197790319
2025-09-18,598198.5779516075,668699.5725485629,460236.17868012004,399858.2184411235,380220.804351136,232320.52530910316
2025-09-19,606104.1808835838,677536.6758260077,466318.3809358459,405142.12040078116,385245.50621466327,235390.42644764725
2025-09-22,624550.6051771019,698156.6029819793,480510.1996261459,417471.2366379447,396969.821655318,242553.53588129822
2025-09-23,627185.7712499474,701102.2650572604,482537.5735241752,419232.51396190596,398644.700091645,243576.8227067167
2025-09-24,628942.6009885643,703066.0982999152,483889.19640368037,420406.73383843375,399761.31899313617,244259.03425480667
2025-09-25,637726.5926114891,712885.0889357871,490647.18995874934,426277.72823941184,405344.31366877246,247670.03100182358
2025-09-26,614009.7838155602,686373.7791034526,472400.58319157176,410426.02236043883,390270.20807819057,238460.32758619133
2025-09-29,628064.1599408959,702084.1524156875,483213.3648235183,419819.6064032264,399202.992903754,243917.9183151895
2025-09-30,622793.775438485,696192.7697393245,479158.5767466407,416297.0167614169,395853.20275382686,241871.32433320823
2025-10-09,629820.9896795128,704047.9856583423,484564.9877030235,420993.82627975417,400319.61180524516,244600.1298632795
2025-10-10,608739.3993131493,680482.3964270896,468345.79511469416,406903.43271862937,386920.4179282634,236413.73360421005
2025-10-13,595563.3595220421,665753.851947481,458208.76450127177,398096.9061232753,378545.8926375358,231297.21815254036
2025-10-14,561305.7817212914,627459.7767624205,431852.581580339,375200.02096068335,356772.20674709964,217994.32677294555
2025-10-15,577995.3762761925,646115.8706757373,444692.77739113383,386354.9173213191,367379.90328626323,224475.22465850654
2025-10-16,582387.3720876549,651025.3659936732,441397.6346911491,389290.41452180815,364599.13791988074,222776.2831101041
2025-10-17,557792.1746007774,623532.1688029116,441393.4523507739,372851.6162015147,364610.45682399033,222783.18639777534
2025-10-20,576238.5988942955,644152.0959588832,441443.4122137876,383430.70570282877,364651.6935363191,222808.33626078904
2025-10-21,612253.0064336632,684410.0043865985,441457.1255014588,383442.61542885617,364663.01244042866,222815.2395484603
2025-10-22,607860.9582654808,679500.4505428618,441470.83878913004,383454.52515488357,364674.33134453825,222822.14283613153
2025-10-23,596441.8005697106,666735.7978317088,441484.55207680125,383466.43488091097,364685.65024864784,222829.04612380278
2025-10-24,628942.6009885643,703066.0982999152,441498.26536447246,383478.34460693836,364696.96915275743,222835.94941147402
2025-10-27,661443.4014074181,739396.3987681216,441548.22522748617,383521.73378502054,364738.2058650862,222861.09927448773
2025-10-28,662321.7900983666,740378.2861265487,441561.9385151574,383533.64351104794,364749.52476919576,222868.00256215897
2025-10-29,671984.1704122399,751179.1641208476,441575.6518028286,383545.55323707534,364760.84367330535,222874.90584983022
2025-10-30,650024.1913549278,726631.6875311679,441589.3650904998,383557.46296310273,364772.16257741494,222881.80913750146
2025-10-31,618401.7796270226,691283.2744213885,441603.078378171,383569.37268913013,364783.48148152453,222888.7124251727
2025-11-03,616105.1716540195,689504.1659548589,441653.0382411847,383612.7618672123,364824.7181938533,222913.8622881864
2025-11-04,615828.0283038069,689116.9767733184,441666.75152885594,383624.6715932397,364836.03709796286,222920.76557585766
2025-11-05,615847.1522764097,689138.4018418115,441680.46481652715,383636.5813192671,364847.35600207245,222927.6688635289
2025-11-06,615866.2762490124,689159.8269103046,441694.17810419836,383648.4910452945,364858.67490618204,222934.57215120015
2025-11-07,615885.4002216152,689181.2519787977,441707.8913918696,383660.4007713219,364869.99381029163,222941.4754388714
2025-11-10,615955.0721394235,689259.3071842772,441757.8512548833,383703.7899494041,364911.2305226204,222966.6253018851
2025-11-11,615974.1961120262,689280.7322527703,441771.5645425545,383715.6996754315,364922.54942672997,222973.52858955634
2025-11-12,615993.320084629,689302.1573212635,441785.2778302257,383727.6094014589,364933.86833083956,222980.4318772276
2025-11-13,616012.4440572318,689323.5823897566,441798.9911178969,383739.5191274863,364945.18723494915,222987.33516489883
2025-11-14,616031.5991257249,689345.0074582497,441812.70440556813,383751.4288535137,364956.50613905874,222994.23845257008
2025-11-17,616101.3843312043,689423.0626637292,441862.66426858184,383794.81803159585,364997.7428513875,223019.38831558378
2025-11-18,616120.5393996974,689444.4877322223,441876.37755625305,383806.72775762324,365009.06175549707,223026.3226991454
2025-11-19,616139.6944681905,689465.9128007154,441890.09084392426,383818.63748365064,365020.41175549704,223033.25708270704
2025-11-20,616158.8495366836,689487.3378692085,441903.8041315955,383830.54720967804,365031.761755497,223040.19146626868
2025-11-21,616178.0046051767,689508.7629377017,441917.5174192667,383842.45693570544,365043.111755497,223047.1258498303
2025-11-24,616247.7898106562,689586.8181431812,441967.4772822804,383885.8461137876,365084.461755497,223072.38900051525
2025-11-25,616266.9448791493,689608.2432116743,441981.1905699516,383897.755839815,365095.81175549695,223079.32338407688
2025-11-26,616286.0999476424,689629.6682801674,441994.9038576228,383909.6655658424,365107.1617554969,223086.2577676385
2025-11-27,616305.2550161355,689651.0933486605,442008.61714529403,383921.5752918698,365118.5117554969,223093.19215120014
2025-11-28,616324.4100846286,689672.5184171536,442022.3615288557,383933.4850178972,365129.8617554969,223100.12653476177
2025-12-01,616394.1952901081,689750.5736226331,442072.43467954063,383976.8741959794,365171.21175549686,223125.38968544672
2025-12-02,616413.3503586012,689771.9986911262,442086.1790631023,383988.7839220068,365182.56175549683,223132.32406900835
2025-12-03,616432.5054270943,689793.4237596194,442099.92344666395,384000.6936480342,365193.9117554968,223139.25845256998
2025-12-04,616451.6604955874,689814.8488281125,442113.6678302256,384012.6033740616,365205.2617554968,223146.1928361316
2025-12-05,616470.8155640805,689836.2738966056,442127.41221378726,384024.54419597937,365216.61175549676,223153.12721969324
2025-12-08,616540.60076956,689914.3291020851,442177.4853644722,384068.0466617328,365257.96175549674,223178.39037037818
2025-12-09,616559.7558380531,689935.7541705782,442191.22974803386,384079.98748365056,365269.3117554967,223185.3247539398
2025-12-10,616578.9109065462,689957.1792390713,442204.9741315955,384091.92830556835,365280.6617554967,223192.25913750145
2025-12-11,616598.0659750393,689978.6043075644,442218.7185151572,384103.86912748613,365292.0117554967,223199.19352106308
2025-12-12,616617.2210435324,690000.0293760576,442232.46289871883,384115.8099494039,365303.36175549665,223206.1279046247
2025-12-15,616687.0062490118,690078.084581537,442282.5360494038,384159.3124151573,365344.7117554966,223036.77002076205
2025-12-16,616706.161317505,690099.5407459206,442296.28043296543,384171.2532370751,365356.0617554966,220795.7184467056
2025-12-17,616725.316385998,690120.9969103042,442310.0248165271,384183.1940589929,365367.4117554966,221414.76903765078
2025-12-18,617899.4592865091,691297.4409067056,443478.75703210663,385268.9760268383,366399.85755546554,220596.68498842593
2025-12-19,622565.215559604,696105.9004395881,447805.33957284165,389238.95331031614,370174.83595474233,222869.17198507665
2025-12-22,623835.244627597,697525.9329408088,448718.8604811973,390032.97148353385,370929.8532353209,223323.68238775607
2025-12-23,622854.1022727559,696274.7886976924,448379.42261415673,389908.63512081915,370871.41084991896,223288.5008458154
2025-12-24,623033.1602774371,696502.8682633827,448441.9727088392,389932.1313718976,370882.91632937104,223295.43522937704
